,inf,per1,per3,pred,right,equals
5789,протаптываться,протаптываюсь,протаптывается,1,1,True
5790,приостановиться,приостановлюсь,приостановится,4,4,True
5791,порассудить,порассужу,порассудит,4,4,True
5792,наплескаться,наплескаюсь,наплескается,1,6,False
5793,внедриться,внедрюсь,внедрится,4,4,True
5794,подыхать,подыхаю,подыхает,1,1,True
5795,размундштучить,размундштучу,размундштучит,4,4,True
5796,окостеневать,окостеневаю,окостеневает,1,1,True
5797,поедать,поедаю,поедает,1,1,True
5798,проиллюстрировать,проиллюстрирую,проиллюстрирует,2,2,True
5799,стерпеться,стерплюсь,стерпится,5,5,True
5800,сжулить,сжулю,сжулит,4,4,True
5801,засыпать,засыплю,засыпет,6,1,False
5802,аранжировать,аранжирую,аранжирует,2,2,True
5803,запихать,запихаю,запихает,1,1,True
5804,пронять,пройму,проймёт,14*йм,14*йм,True
5805,окислять,окисляю,окисляет,1,1,True
5806,вливаться,вливаюсь,вливается,1,1,True
5807,внюхаться,внюхаюсь,внюхается,1,1,True
5808,пересмешить,пересмешу,пересмешит,4,4,True
5809,лямзить,лямжу,лямзит,4,4,True
5810,утешаться,утешаюсь,утешается,1,1,True
5811,вымеситься,вымешусь,вымесится,4,4,True
5812,омрачиться,омрачусь,омрачится,4,4,True
5813,пробушевать,пробушую,пробушует,2,2,True
5814,испошлить,испошлю,испошлит,4,4,True
5815,доплачивать,доплачиваю,доплачивает,1,1,True
5816,растрескиваться,растрескиваюсь,растрескивается,1,1,True
5817,нажираться,нажираюсь,нажирается,1,1,True
5818,засусоливать,засусоливаю,засусоливает,1,1,True
5819,сконденсировать,сконденсирую,сконденсирует,2,2,True
5820,освежить,освежу,освежит,4,4,True
5821,отзаниматься,отзанимаюсь,отзанимается,1,1,True
5822,приудержать,приудержу,приудержит,5,5,True
5823,распихнуть,распихну,распихнёт,3,3,True
5824,профессионализироваться,профессионализируюсь,профессионализируется,2,2,True
5825,расквартировываться,расквартировываюсь,расквартировывается,1,1,True
5826,относить,отношу,относит,4,4,True
5827,потратиться,потрачусь,потратится,4,4,True
5828,шихтовать,шихтую,шихтует,2,2,True
5829,приравнивать,приравниваю,приравнивает,1,1,True
5830,уединять,уединяю,уединяет,1,1,True
5831,поправляться,поправляюсь,поправляется,1,1,True
5832,обезобразиться,обезображусь,обезобразится,4,4,True
5833,паршивить,паршивлю,паршивит,4,4,True
5834,прошмыгнуть,прошмыгну,прошмыгнёт,3,3,True
5835,отсеиваться,отсеиваюсь,отсеивается,1,1,True
5836,взгромождаться,взгромождаюсь,взгромождается,1,1,True
5837,поведать,поведаю,поведает,1,1,True
5838,применить,применю,применит,4,4,True
5839,дотаивать,дотаиваю,дотаивает,1,1,True
5840,отсыревать,отсыреваю,отсыревает,1,1,True
5841,пронзить,пронжу,пронзит,4,4,True
5842,шабрить,шабрю,шабрит,4,4,True
5843,умести,умету,уметёт,7т,7т,True
5844,закоптить,закопчу,закоптит,4,4,True
5845,самоутешаться,самоутешаюсь,самоутешается,1,1,True
5846,жилить,жилю,жилит,4,4,True
5847,фундировать,фундирую,фундирует,2,2,True
5848,подметнуть,подметну,подметнёт,3,3,True
5849,винить,виню,винит,4,4,True
5850,взлаивать,взлаиваю,взлаивает,1,1,True
5851,подвывать,подвываю,подвывает,1,1,True
5852,подогреться,подогреюсь,подогреется,12греть,12греть,True
5853,зарываться,зарываюсь,зарывается,1,1,True
